HCO_ID,Sales,Units,Rank,Sales_Share,Cumulative_Sales_Share,Province,Region,HCO_Type,HCO_Tier
HCO0734,422734661.0,121.0,439,0.0006654744920523016,0.4695248925236252,Bac Ninh,North,Vax Center,Tier 2
HCO1644,422490548.0,124.0,440,0.0006650902061404388,0.47018998272976564,Bac Ninh,North,Vax Center,Tier 2
HCO1762,421560060.0,115.0,441,0.0006636254196294487,0.4708536081493951,Nam Dinh,North,Vax Center,Tier 2
HCO1491,420510738.0,117.0,442,0.0006619735630646299,0.4715155817124597,Vinh Phuc,North,Hospital,Tier 1
HCO0770,420502022.0,119.0,443,0.0006619598422222012,0.47217754155468195,Khanh Hoa,South,Vax Center,Tier 1
HCO1868,418946202.0,114.0,444,0.0006595106498096944,0.4728370522044916,Vinh Phuc,North,Vax Center,Tier 2
HCO0289,418423212.0,111.0,445,0.0006586873520375763,0.4734957395565292,Vinh Phuc,North,Vax Center,Tier 2
HCO0944,417684664.0,120.0,446,0.0006575247200121029,0.4741532642765413,Long An,South,Vax Center,Tier 1
HCO1318,417611740.0,117.0,447,0.0006574099220872211,0.47481067419862855,Thanh Hoa,Central,Hospital,Tier 1
HCO1424,417098046.0,118.0,448,0.0006566012582011994,0.47546727545682976,Can Tho,South,Vax Center,Tier 2
HCO0543,416514423.0,113.0,449,0.0006556825111588909,0.47612295796798865,Quang Binh,Central,Vax Center,Tier 2
HCO1010,415663581.0,116.0,450,0.0006543431044340499,0.4767773010724227,Bac Ninh,North,Hospital,Tier 1
HCO0112,415517882.0,117.0,451,0.0006541137431420561,0.4774314148155648,Quang Binh,Central,Vax Center,Tier 2
HCO0167,414520085.0,113.0,452,0.0006525429979134165,0.4780839578134782,Quang Ngai,Central,Vax Center,Tier 2
HCO1045,414053938.0,115.0,453,0.0006518091831433835,0.47873576699662157,Ho Chi Minh City,South,Vax Center,Tier 2
HCO1195,412491869.0,120.0,454,0.0006493501534724627,0.479385117150094,Hung Yen,North,Vax Center,Tier 2
HCO0701,411314343.0,119.0,455,0.0006474964764759403,0.48003261362656996,Nam Dinh,North,Vax Center,Tier 2
HCO0274,411288963.0,118.0,456,0.0006474565229444075,0.48068007014951436,Quang Tri,Central,Hospital,Tier 1
HCO1632,410909025.0,115.0,457,0.0006468584195218888,0.48132692856903625,Quang Ngai,Central,Vax Center,Tier 2
HCO0948,410892056.0,121.0,458,0.0006468317066977525,0.481973760275734,Nghe An,Central,Vax Center,Tier 2
HCO0597,410867654.0,116.0,459,0.0006467932927467492,0.48262055356848077,Binh Duong,South,Vax Center,Tier 2
HCO0968,410554504.0,117.0,460,0.0006463003278767922,0.48326685389635754,Hanoi,North,Vax Center,Tier 2
HCO0741,410162369.0,111.0,461,0.0006456830237756248,0.48391253692013314,Thai Nguyen,North,Vax Center,Tier 2
HCO1869,409683221.0,116.0,462,0.0006449287426595138,0.4845574656627927,Hai Phong,North,Hospital,Tier 1
HCO1917,409188467.0,119.0,463,0.0006441498943718858,0.48520161555716457,Hung Yen,North,Hospital,Tier 1
HCO0849,408832012.0,117.0,464,0.0006435887581984209,0.485845204315363,Quang Ngai,Central,Vax Center,Tier 2
HCO1523,408371360.0,114.0,465,0.0006428635937300338,0.48648806790909305,Nam Dinh,North,Vax Center,Tier 2
HCO1646,407866185.0,114.0,466,0.0006420683405664364,0.4871301362496595,Tien Giang,South,Vax Center,Tier 1
HCO1352,406801062.0,115.0,467,0.0006403916098585227,0.487770527859518,Hanoi,North,Vax Center,Tier 2
HCO1578,406325825.0,117.0,468,0.0006396434854903165,0.48841017134500836,Vinh Phuc,North,Vax Center,Tier 1
HCO0321,406135620.0,118.0,469,0.0006393440622647371,0.4890495154072731,Quang Ngai,Central,Hospital,Tier 1
HCO0151,405614562.0,117.0,470,0.0006385238058725607,0.48968803921314563,Ba Ria - Vung Tau,South,Vax Center,Tier 2
HCO0658,404378847.0,113.0,471,0.0006365785269829586,0.4903246177401286,Can Tho,South,Hospital,Tier 2
HCO1891,402729038.0,114.0,472,0.000633981375844083,0.49095859911597267,Quang Binh,Central,Vax Center,Tier 2
HCO0275,400535557.0,115.0,473,0.0006305283690552657,0.4915891274850279,Ho Chi Minh City,South,Vax Center,Tier 1
HCO1434,400418093.0,112.0,474,0.0006303434556735489,0.49221947094070145,Ninh Binh,North,Vax Center,Tier 1
HCO0015,399974555.0,117.0,475,0.0006296452322902151,0.49284911617299165,Binh Duong,South,Vax Center,Tier 2
HCO0660,399394844.0,117.0,476,0.0006287326435700246,0.4934778488165617,Hue,Central,Vax Center,Tier 2
HCO1852,399328524.0,107.0,477,0.0006286282417492502,0.49410647705831096,Quang Ngai,Central,Vax Center,Tier 2
HCO1038,398446514.0,114.0,478,0.0006272397699467569,0.49473371682825773,Khanh Hoa,South,Vax Center,Tier 2
HCO1021,398228089.0,107.0,479,0.0006268959224240988,0.49536061275068183,Binh Dinh,Central,Vax Center,Tier 1
HCO1310,398079934.0,112.0,480,0.0006266626948644358,0.49598727544554627,Nghe An,Central,Vax Center,Tier 2
HCO1053,397672998.0,114.0,481,0.0006260220908333937,0.49661329753637967,Long An,South,Vax Center,Tier 2
HCO0020,397246961.0,114.0,482,0.0006253514177556296,0.4972386489541353,Bac Ninh,North,Hospital,Tier 2
HCO1830,396420864.0,114.0,483,0.0006240509649369265,0.4978626999190722,Vinh Phuc,North,Vax Center,Tier 2
HCO1920,396205005.0,112.0,484,0.0006237111568453919,0.4984864110759176,Long An,South,Vax Center,Tier 2
HCO1787,395807943.0,114.0,485,0.0006230860965956877,0.4991094971725133,Dong Nai,South,Vax Center,Tier 2
HCO0964,395737256.0,109.0,486,0.0006229748201857799,0.4997324719926991,Hung Yen,North,Vax Center,Tier 2
HCO0981,395682390.0,111.0,487,0.0006228884494032314,0.5003553604421024,Binh Dinh,Central,Vax Center,Tier 2
HCO0081,395651626.0,103.0,488,0.0006228400203077201,0.5009782004624102,Ha Tinh,Central,Vax Center,Tier 1
HCO1865,395344676.0,110.0,489,0.0006223568155597294,0.5016005572779699,Nam Dinh,North,Hospital,Tier 2
HCO1669,395333689.0,112.0,490,0.0006223395196790772,0.502222896797649,Can Tho,South,Hospital,Tier 2
HCO0994,394996082.0,109.0,491,0.0006218080542763898,0.5028447048519253,Hue,Central,Vax Center,Tier 2
HCO1104,394863030.0,114.0,492,0.0006215986020589939,0.5034663034539844,Lam Dong,South,Vax Center,Tier 2
HCO0804,394479325.0,113.0,493,0.0006209945685752741,0.5040872980225596,Binh Dinh,Central,Hospital,Tier 2
HCO1819,392569342.0,113.0,494,0.0006179878480860036,0.5047052858706456,Nghe An,Central,Vax Center,Tier 1
HCO1222,392551321.0,111.0,495,0.0006179594791895594,0.5053232453498351,Quang Ninh,North,Vax Center,Tier 2
HCO1268,392021364.0,109.0,496,0.000617125213873935,0.505940370563709,Hai Duong,North,Vax Center,Tier 2
HCO1228,391560942.0,111.0,497,0.0006164004114745886,0.5065567709751836,Binh Duong,South,Vax Center,Tier 2
HCO0538,391350058.0,111.0,498,0.0006160684350938253,0.5071728394102775,Hai Phong,North,Vax Center,Tier 2
HCO0969,391311464.0,109.0,499,0.0006160076799087985,0.5077888470901862,Kien Giang,South,Vax Center,Tier 2
HCO1182,391192356.0,112.0,500,0.0006158201785205474,0.5084046672687068,Binh Duong,South,Vax Center,Tier 2
HCO1566,390691949.0,113.0,501,0.0006150324312055848,0.5090196996999123,Khanh Hoa,South,Vax Center,Tier 2
HCO0421,390316110.0,107.0,502,0.0006144407804830564,0.5096341404803953,Hai Phong,North,Vax Center,Tier 2
HCO0069,390043866.0,111.0,503,0.0006140122103790916,0.5102481526907744,Bac Ninh,North,Vax Center,Tier 2
HCO0910,390043675.0,114.0,504,0.0006140119097043664,0.5108621646004787,Quang Ninh,North,Vax Center,Tier 2
HCO1067,388596939.0,104.0,505,0.0006117344387667899,0.5114738990392456,Thai Nguyen,North,Vax Center,Tier 2
HCO0655,388561828.0,117.0,506,0.0006116791665664097,0.512085578205812,Quang Ngai,Central,Vax Center,Tier 2
HCO1872,388250486.0,109.0,507,0.0006111890478739552,0.512696767253686,Hanoi,North,Vax Center,Tier 2
HCO0186,387820779.0,107.0,508,0.0006105125974336722,0.5133072798511197,Lam Dong,South,Vax Center,Tier 1
HCO1530,387619752.0,105.0,509,0.000610196138072622,0.5139174759891924,Ho Chi Minh City,South,Vax Center,Tier 2
HCO1719,387480648.0,106.0,510,0.0006099771587168165,0.5145274531479092,Quang Binh,Central,Vax Center,Tier 2
HCO0954,387348075.0,106.0,511,0.0006097684605475532,0.5151372216084567,Quang Binh,Central,Vax Center,Tier 2
HCO1535,386573792.0,117.0,512,0.0006085495740126501,0.5157457711824693,Dong Nai,South,Vax Center,Tier 2
HCO0117,386544106.0,108.0,513,0.0006085028419189904,0.5163542740243884,Ninh Binh,North,Vax Center,Tier 2
HCO0161,385752466.0,109.0,514,0.0006072566317652214,0.5169615306561536,Tien Giang,South,Hospital,Tier 1
HCO0504,385463299.0,115.0,515,0.0006068014212509285,0.5175683320774045,Quang Ngai,Central,Vax Center,Tier 2
HCO0599,384196915.0,111.0,516,0.0006048078628160709,0.5181731399402205,Da Nang,Central,Vax Center,Tier 1
HCO0381,383746719.0,111.0,517,0.000604099158321116,0.5187772390985417,Binh Dinh,Central,Hospital,Tier 1
HCO1593,383247719.0,107.0,518,0.0006033136259241543,0.5193805527244658,Binh Duong,South,Vax Center,Tier 2
HCO0699,382498910.0,115.0,519,0.0006021348408968267,0.5199826875653626,Ha Tinh,Central,Vax Center,Tier 2
HCO1055,382465428.0,111.0,520,0.0006020821330897826,0.5205847696984524,Kien Giang,South,Vax Center,Tier 2
HCO0945,382178202.0,103.0,521,0.0006016299781233502,0.5211863996765757,Ninh Binh,North,Hospital,Tier 2
HCO0371,381614031.0,107.0,522,0.0006007418526766043,0.5217871415292522,Nam Dinh,North,Vax Center,Tier 2
HCO0313,381185481.0,109.0,523,0.0006000672236010173,0.5223872087528533,Binh Duong,South,Vax Center,Tier 2
HCO1863,380925459.0,104.0,524,0.0005996578935310318,0.5229868666463843,Da Nang,Central,Vax Center,Tier 2
HCO0985,380426627.0,107.0,525,0.0005988726256018911,0.5235857392719862,Ninh Binh,North,Vax Center,Tier 2
HCO0459,380127383.0,106.0,526,0.0005984015517409765,0.5241841408237271,Da Nang,Central,Vax Center,Tier 2
HCO1118,380073709.0,105.0,527,0.0005983170574205867,0.5247824578811477,Binh Duong,South,Hospital,Tier 1
HCO1208,379642788.0,111.0,528,0.0005976386958854542,0.5253800965770332,Ha Tinh,Central,Vax Center,Tier 2
HCO0639,378503565.0,108.0,529,0.0005958453159779115,0.5259759418930111,Vinh Phuc,North,Vax Center,Tier 2
HCO0991,378204068.0,106.0,530,0.0005953738438410521,0.5265713157368521,Ba Ria - Vung Tau,South,Hospital,Tier 1
HCO0224,378039044.0,113.0,531,0.0005951140608785747,0.5271664297977307,Thai Nguyen,North,Hospital,Tier 2
HCO0811,377465650.0,108.0,532,0.0005942114164632973,0.527760641214194,Hanoi,North,Vax Center,Tier 2
HCO1124,377349439.0,114.0,533,0.0005940284755707457,0.5283546696897647,Hai Duong,North,Vax Center,Tier 2
HCO0148,375994599.0,110.0,534,0.0005918956685312676,0.528946565358296,Kien Giang,South,Vax Center,Tier 2
HCO0363,375814537.0,101.0,535,0.0005916122125503825,0.5295381775708463,Quang Nam,Central,Vax Center,Tier 2
HCO1346,375743184.0,105.0,536,0.0005914998877144699,0.5301296774585608,Quang Ninh,North,Vax Center,Tier 2
HCO1937,375709902.0,111.0,537,0.0005914474947500696,0.5307211249533108,Lam Dong,South,Vax Center,Tier 1
HCO0357,375574245.0,112.0,538,0.0005912339417072348,0.531312358895018,Khanh Hoa,South,Vax Center,Tier 2
HCO0721,374840002.0,109.0,539,0.000590078086669675,0.5319024369816877,Vinh Phuc,North,Vax Center,Tier 2
HCO1155,374722795.0,100.0,540,0.0005898935778607559,0.5324923305595485,Hung Yen,North,Vax Center,Tier 2
HCO0664,374283709.0,111.0,541,0.000589202362874679,0.5330815329224231,Ninh Binh,North,Vax Center,Tier 2
HCO0352,374267369.0,104.0,542,0.0005891766402306583,0.5336707095626537,Tien Giang,South,Vax Center,Tier 2
HCO1610,372307032.0,109.0,543,0.0005860906518088896,0.5342568002144626,Lam Dong,South,Vax Center,Tier 2
HCO1421,371220170.0,107.0,544,0.0005843796992797783,0.5348411799137425,Binh Duong,South,Vax Center,Tier 2
HCO0692,371130244.0,106.0,545,0.0005842381365817238,0.5354254180503242,Ha Tinh,Central,Vax Center,Tier 2
HCO0304,369972804.0,110.0,546,0.0005824160792319458,0.5360078341295561,Ho Chi Minh City,South,Vax Center,Tier 2
HCO1120,369096345.0,106.0,547,0.0005810363458870387,0.5365888704754431,Ba Ria - Vung Tau,South,Vax Center,Tier 2
HCO1959,368395317.0,110.0,548,0.0005799327783415933,0.5371688032537847,Kien Giang,South,Vax Center,Tier 2
HCO0385,367985250.0,105.0,549,0.0005792872454489583,0.5377480904992337,Hanoi,North,Hospital,Tier 2
HCO0841,367703354.0,105.0,550,0.0005788434810389905,0.5383269339802726,Lam Dong,South,Vax Center,Tier 2
HCO0893,366936836.0,105.0,551,0.0005776368182697436,0.5389045707985424,Quang Ngai,Central,Vax Center,Tier 2
HCO1950,365845330.0,104.0,552,0.0005759185550944369,0.5394804893536368,Hung Yen,North,Vax Center,Tier 2
HCO1679,365737458.0,99.0,553,0.0005757487415659298,0.5400562380952028,Ho Chi Minh City,South,Hospital,Tier 2
HCO0627,365650750.0,103.0,554,0.0005756122446860185,0.5406318503398888,Ho Chi Minh City,South,Vax Center,Tier 2
HCO1489,365414457.0,104.0,555,0.000575240269121539,0.5412070906090104,Hai Duong,North,Vax Center,Tier 2
HCO1914,364895813.0,103.0,556,0.0005744238128800765,0.5417815144218905,Hung Yen,North,Vax Center,Tier 2
HCO0059,364299418.0,109.0,557,0.0005734849599865176,0.542354999381877,Hai Duong,North,Vax Center,Tier 2
HCO1506,363872624.0,107.0,558,0.0005728130952293455,0.5429278124771064,Quang Binh,Central,Vax Center,Tier 2
HCO1913,363761044.0,106.0,559,0.0005726374445182173,0.5435004499216246,Nghe An,Central,Vax Center,Tier 2
HCO0277,363321908.0,104.0,560,0.0005719461508214796,0.5440723960724461,Nghe An,Central,Vax Center,Tier 2
HCO0383,363262288.0,102.0,561,0.0005718522962292814,0.5446442483686753,Quang Ninh,North,Vax Center,Tier 2
HCO1971,362992375.0,99.0,562,0.0005714273956163333,0.5452156757642916,Ho Chi Minh City,South,Vax Center,Tier 2
HCO0492,362963326.0,98.0,563,0.000571381666296495,0.5457870574305881,Thanh Hoa,Central,Vax Center,Tier 2
HCO1911,362885321.0,106.0,564,0.0005712588697942405,0.5463583163003823,Thai Nguyen,North,Vax Center,Tier 2
HCO1625,362838759.0,105.0,565,0.0005711855712782739,0.5469295018716606,Tien Giang,South,Hospital,Tier 2
HCO1764,362810961.0,109.0,566,0.0005711418112991742,0.5475006436829597,Khanh Hoa,South,Vax Center,Tier 1
HCO0310,361435859.0,103.0,567,0.0005689771075514253,0.5480696207905111,Tien Giang,South,Vax Center,Tier 2
HCO1550,361388039.0,107.0,568,0.0005689018286752274,0.5486385226191863,Ho Chi Minh City,South,Vax Center,Tier 1
HCO1889,360919072.0,102.0,569,0.0005681635746239129,0.5492066861938102,Quang Ngai,Central,Vax Center,Tier 2
HCO0223,360565324.0,105.0,570,0.0005676066998456357,0.5497742928936559,Ha Tinh,Central,Vax Center,Tier 1
HCO0072,360326059.0,103.0,571,0.0005672300457194652,0.5503415229393753,Khanh Hoa,South,Hospital,Tier 2
HCO1368,359828564.0,102.0,572,0.0005664468825134002,0.5509079698218887,Long An,South,Vax Center,Tier 1
HCO1982,359775276.0,99.0,573,0.0005663629958393135,0.5514743328177281,Vinh Phuc,North,Hospital,Tier 2
HCO0650,359452071.0,102.0,574,0.0005658542022554257,0.5520401870199835,Thanh Hoa,Central,Vax Center,Tier 2
HCO1309,359407468.0,96.0,575,0.0005657839876231578,0.5526059710076067,Ho Chi Minh City,South,Vax Center,Tier 2
HCO1114,359232555.0,106.0,576,0.0005655086372661443,0.5531714796448728,Binh Duong,South,Vax Center,Tier 2
HCO1342,359029771.0,100.0,577,0.0005651894120124659,0.5537366690568852,Can Tho,South,Vax Center,Tier 2
HCO1323,358480237.0,96.0,578,0.0005643243283246264,0.5543009933852099,Vinh Phuc,North,Vax Center,Tier 2
HCO0245,358363400.0,103.0,579,0.0005641404019745988,0.5548651337871845,Khanh Hoa,South,Hospital,Tier 2
HCO0592,358159508.0,106.0,580,0.0005638194324926723,0.5554289532196771,Quang Binh,Central,Vax Center,Tier 2
HCO1603,358000674.0,108.0,581,0.000563569393910029,0.5559925226135871,Binh Dinh,Central,Vax Center,Tier 2
HCO0474,357863285.0,98.0,582,0.0005633531143298964,0.556555875727917,Quang Tri,Central,Vax Center,Tier 2
HCO0703,357848646.0,100.0,583,0.0005633300694225635,0.5571192057973395,Quang Ninh,North,Vax Center,Tier 2
HCO0693,357826580.0,101.0,584,0.000563295332833643,0.5576825011301731,Hanoi,North,Vax Center,Tier 2
HCO1744,355639870.0,98.0,585,0.0005598529850425408,0.5582423541152157,Ba Ria - Vung Tau,South,Vax Center,Tier 2
HCO1386,355211957.0,98.0,586,0.0005591793587407752,0.5588015334739564,Binh Duong,South,Vax Center,Tier 2
HCO1853,354971143.0,101.0,587,0.0005588002661583264,0.5593603337401147,Nghe An,Central,Vax Center,Tier 2
HCO1320,354398298.0,98.0,588,0.000557898485986107,0.5599182322261008,Bac Ninh,North,Vax Center,Tier 2
HCO1586,354322327.0,96.0,589,0.0005577788914335427,0.5604760111175343,Hung Yen,North,Vax Center,Tier 2
HCO1898,354271154.0,101.0,590,0.000557698334220417,0.5610337094517547,Khanh Hoa,South,Vax Center,Tier 2
HCO1440,353975852.0,104.0,591,0.0005572334659080171,0.5615909429176626,Hai Duong,North,Vax Center,Tier 2
HCO1977,353964066.0,95.0,592,0.0005572149122310019,0.5621481578298937,Quang Binh,Central,Vax Center,Tier 2
HCO0905,353949416.0,97.0,593,0.0005571918500073235,0.562705349679901,Dong Nai,South,Vax Center,Tier 2
HCO0908,352678992.0,104.0,594,0.0005551919317510558,0.5632605416116521,Bac Ninh,North,Vax Center,Tier 2
HCO1026,352463689.0,99.0,595,0.0005548529989220718,0.5638153946105742,Binh Dinh,Central,Vax Center,Tier 2
HCO1001,352196062.0,100.0,596,0.0005544316969605455,0.5643698263075347,Da Nang,Central,Vax Center,Tier 2
HCO0558,352081774.0,100.0,597,0.0005542517832800164,0.5649240780908148,Ninh Binh,North,Vax Center,Tier 1
HCO1444,352056179.0,96.0,598,0.0005542114912926412,0.5654782895821074,Quang Binh,Central,Vax Center,Tier 2
HCO1400,352032648.0,105.0,599,0.0005541744484813528,0.5660324640305888,Ha Tinh,Central,Hospital,Tier 2
HCO1930,350975239.0,97.0,600,0.0005525098612542209,0.566584973891843,Quang Ngai,Central,Vax Center,Tier 2
HCO0091,350925458.0,101.0,601,0.000552431495345898,0.5671374053871889,Quang Nam,Central,Vax Center,Tier 2
HCO1365,350736954.0,98.0,602,0.0005521347498570065,0.567689540137046,Binh Duong,South,Vax Center,Tier 2
HCO1753,350592267.0,106.0,603,0.0005519069816687917,0.5682414471187147,Vinh Phuc,North,Vax Center,Tier 2
HCO1240,350085734.0,100.0,604,0.000551109590723641,0.5687925567094384,Quang Binh,Central,Vax Center,Tier 2
HCO0508,349519227.0,98.0,605,0.0005502177879148123,0.5693427744973533,Hai Duong,North,Vax Center,Tier 2
HCO1270,349387522.0,98.0,606,0.0005500104561626242,0.5698927849535159,Nghe An,Central,Vax Center,Tier 2
HCO0835,349263468.0,94.0,607,0.0005498151687157852,0.5704426001222317,Quang Ninh,North,Vax Center,Tier 2
HCO1293,349119612.0,98.0,608,0.0005495887086987565,0.5709921888309305,Hanoi,North,Vax Center,Tier 2
HCO1667,349059115.0,100.0,609,0.0005494934735215642,0.571541682304452,Hung Yen,North,Vax Center,Tier 2
HCO1565,348708193.0,101.0,610,0.0005489410474698476,0.5720906233519218,Binh Duong,South,Vax Center,Tier 2
HCO0962,348667998.0,100.0,611,0.0005488777719694551,0.5726395011238913,Dong Nai,South,Vax Center,Tier 2
HCO1608,348086353.0,94.0,612,0.0005479621387208965,0.5731874632626122,Long An,South,Vax Center,Tier 2
HCO0465,347525763.0,98.0,613,0.0005470796505316925,0.5737345429131439,Dong Nai,South,Vax Center,Tier 2
HCO0027,346780368.0,104.0,614,0.0005459062398682994,0.5742804491530121,Quang Binh,Central,Vax Center,Tier 2
HCO0164,346606989.0,102.0,615,0.0005456333043543658,0.5748260824573665,Binh Duong,South,Hospital,Tier 2
HCO1130,345964625.0,103.0,616,0.0005446220864532799,0.5753707045438198,Dong Nai,South,Vax Center,Tier 2
HCO1703,345843821.0,97.0,617,0.0005444319151994071,0.5759151364590192,Dong Nai,South,Vax Center,Tier 2
HCO0515,345503200.0,98.0,618,0.0005438957051180735,0.5764590321641372,Bac Ninh,North,Hospital,Tier 2
HCO1350,345464220.0,98.0,619,0.0005438343422867436,0.577002866506424,Ha Tinh,Central,Vax Center,Tier 2
HCO0333,344953808.0,96.0,620,0.0005430308449685112,0.5775458973513925,Bac Ninh,North,Hospital,Tier 2
HCO1510,344899463.0,95.0,621,0.0005429452943510506,0.5780888426457436,Ha Tinh,Central,Vax Center,Tier 1
HCO0228,344472692.0,100.0,622,0.0005422734658007825,0.5786311161115444,Quang Ninh,North,Vax Center,Tier 2
HCO0810,344450015.0,101.0,623,0.0005422377673675844,0.579173353878912,Quang Tri,Central,Vax Center,Tier 2
HCO1023,343725940.0,97.0,624,0.0005410979189300493,0.5797144517978421,Vinh Phuc,North,Vax Center,Tier 2
HCO1423,343613964.0,101.0,625,0.0005409216448304859,0.5802553734426725,Ho Chi Minh City,South,Hospital,Tier 2
HCO0756,342912045.0,101.0,626,0.0005398166746610611,0.5807951901173336,Thanh Hoa,Central,Vax Center,Tier 1
HCO0338,342735319.0,95.0,627,0.0005395384702554791,0.5813347285875891,Binh Dinh,Central,Vax Center,Tier 2
HCO1037,342556753.0,103.0,628,0.0005392573692975716,0.5818739859568867,Nghe An,Central,Vax Center,Tier 2
HCO1986,342404180.0,94.0,629,0.0005390171868639009,0.5824130031437506,Quang Tri,Central,Hospital,Tier 2
HCO1054,342397026.0,104.0,630,0.0005390059249425225,0.582952009068693,Ho Chi Minh City,South,Vax Center,Tier 2
HCO0930,342283755.0,100.0,631,0.0005388276122368386,0.5834908366809299,Hue,Central,Hospital,Tier 1
HCO0657,341929051.0,103.0,632,0.0005382692325107227,0.5840291059134407,Nghe An,Central,Vax Center,Tier 2
HCO0859,341627733.0,99.0,633,0.0005377948937315889,0.5845669008071723,Hai Duong,North,Vax Center,Tier 2
HCO1096,341438882.0,93.0,634,0.00053749760199071,0.5851043984091631,Da Nang,Central,Vax Center,Tier 2
HCO0707,340109264.0,99.0,635,0.0005354044997570761,0.5856398029089201,Hung Yen,North,Vax Center,Tier 2
HCO1997,339904205.0,102.0,636,0.0005350816931683214,0.5861748846020884,Binh Duong,South,Vax Center,Tier 1
HCO0628,339693795.0,100.0,637,0.0005347504629646246,0.586709635065053,Vinh Phuc,North,Vax Center,Tier 2
HCO0601,339689332.0,100.0,638,0.0005347434372510221,0.587244378502304,Long An,South,Vax Center,Tier 2
HCO0654,339219598.0,98.0,639,0.0005340039757781677,0.5877783824780822,Ha Tinh,Central,Hospital,Tier 2
HCO1837,338724229.0,97.0,640,0.0005332241593494091,0.5883116066374316,Tien Giang,South,Vax Center,Tier 2
HCO0501,338096788.0,97.0,641,0.0005322364334322108,0.5888438430708639,Khanh Hoa,South,Vax Center,Tier 1
HCO1835,337988665.0,97.0,642,0.0005320662247761853,0.5893759092956401,Quang Ngai,Central,Vax Center,Tier 2
HCO1666,337411910.0,97.0,643,0.0005311582894302742,0.5899070675850704,Quang Tri,Central,Vax Center,Tier 2
HCO1641,337203826.0,91.0,644,0.000530830720846528,0.5904378983059169,Nam Dinh,North,Vax Center,Tier 2
HCO1361,336706228.0,94.0,645,0.0005300473954965014,0.5909679457014133,Tien Giang,South,Vax Center,Tier 2
HCO0773,336567784.0,92.0,646,0.0005298294551214212,0.5914977751565347,Ba Ria - Vung Tau,South,Vax Center,Tier 2
HCO0353,336550945.0,101.0,647,0.0005298029469450035,0.5920275781034797,Dong Nai,South,Hospital,Tier 2
HCO0705,335787839.0,98.0,648,0.0005286016553912644,0.592556179758871,Hai Phong,North,Vax Center,Tier 2
HCO1912,335252887.0,90.0,649,0.0005277595268806043,0.5930839392857515,Ha Tinh,Central,Vax Center,Tier 2
HCO1953,334499230.0,90.0,650,0.0005265731100675844,0.5936105123958191,Ho Chi Minh City,South,Vax Center,Tier 2
HCO0135,334490476.0,102.0,651,0.0005265593294050534,0.5941370717252241,Da Nang,Central,Vax Center,Tier 2
HCO1864,334058002.0,94.0,652,0.0005258785231167896,0.5946629502483409,Hanoi,North,Vax Center,Tier 2
HCO1098,334030996.0,90.0,653,0.0005258360099145605,0.5951887862582554,Khanh Hoa,South,Vax Center,Tier 2
HCO0667,334027954.0,97.0,654,0.0005258312211579441,0.5957146174794133,Lam Dong,South,Vax Center,Tier 2
HCO0612,333968870.0,97.0,655,0.0005257382103440321,0.5962403556897574,Binh Duong,South,Vax Center,Tier 2
HCO0928,333033602.0,99.0,656,0.0005242658990938487,0.5967646215888512,Quang Tri,Central,Hospital,Tier 2
HCO1663,332975774.0,96.0,657,0.0005241748654917415,0.597288796454343,Thai Nguyen,North,Vax Center,Tier 2
HCO0571,332763045.0,95.0,658,0.0005238399846875867,0.5978126364390306,Quang Binh,Central,Vax Center,Tier 2
HCO0334,332737771.0,94.0,659,0.0005238001980226552,0.5983364366370533,Quang Ninh,North,Vax Center,Tier 2
HCO1978,332656795.0,93.0,660,0.000523672724532923,0.5988601093615862,Bac Ninh,North,Vax Center,Tier 2
HCO0263,331647038.0,94.0,661,0.0005220831517141679,0.5993821925133004,Long An,South,Vax Center,Tier 2
HCO0276,331447365.0,89.0,662,0.0005217688238378182,0.5999039613371382,Quang Binh,Central,Vax Center,Tier 2
HCO0861,331092735.0,96.0,663,0.0005212105606034804,0.6004251718977417,Ninh Binh,North,Vax Center,Tier 2
HCO0450,330580264.0,95.0,664,0.0005204038219802273,0.600945575719722,Nghe An,Central,Vax Center,Tier 2
HCO0556,330306361.0,89.0,665,0.0005199726402565299,0.6014655483599785,Quang Ngai,Central,Vax Center,Tier 2
HCO0260,329470456.0,96.0,666,0.0005186567475545616,0.601984205107533,Quang Ninh,North,Hospital,Tier 2
HCO0838,329385025.0,92.0,667,0.0005185222609449326,0.602502727368478,Binh Duong,South,Vax Center,Tier 2
HCO0389,328905856.0,95.0,668,0.000517767946770344,0.6030204953152484,Hung Yen,North,Vax Center,Tier 2
HCO1674,328701993.0,93.0,669,0.000517447022940601,0.603537942338189,Quang Ngai,Central,Vax Center,Tier 2
HCO0231,328465326.0,88.0,670,0.0005170744586203771,0.6040550167968094,Bac Ninh,North,Vax Center,Tier 2
HCO1192,328370482.0,96.0,671,0.0005169251539417049,0.6045719419507511,Hung Yen,North,Vax Center,Tier 2
HCO0449,328023010.0,92.0,672,0.0005163781589255985,0.6050883201096767,Quang Ngai,Central,Vax Center,Tier 2
HCO0050,327999527.0,92.0,673,0.0005163411916765448,0.6056046613013533,Dong Nai,South,Vax Center,Tier 2
HCO0358,327962868.0,89.0,674,0.0005162834825940994,0.6061209447839474,Can Tho,South,Vax Center,Tier 2
HCO1870,327766522.0,91.0,675,0.0005159743921251338,0.6066369191760725,Hai Phong,North,Vax Center,Tier 1
