HCP_ID,Age_Group,Gender,Sales,Units,Active_HCC
HCP00305,19-45,Male,4596.22,84,2
HCP00305,9-14,Female,1158.35,21,1
HCP00305,9-14,Male,1617.1599999999999,32,1
HCP00306,15-18,Female,3035.42,56,4
HCP00306,15-18,Male,1445.74,23,3
HCP00306,19-45,Female,5804.65,111,8
HCP00306,19-45,Male,1654.05,30,3
HCP00306,9-14,Female,1107.3799999999999,20,2
HCP00306,9-14,Male,1188.6299999999999,23,4
HCP00307,15-18,Female,3058.64,57,2
HCP00307,15-18,Male,5272.9800000000005,91,2
HCP00307,19-45,Female,5978.56,116,2
HCP00307,19-45,Male,5843.49,103,2
HCP00307,9-14,Female,3104.76,52,2
HCP00308,15-18,Male,2658.92,44,1
HCP00308,19-45,Female,1404.1100000000001,27,1
HCP00308,19-45,Male,1215.3200000000002,22,1
HCP00308,9-14,Female,913.59,16,1
HCP00308,9-14,Male,968.29,20,1
HCP00309,15-18,Female,2473.3199999999997,41,1
HCP00309,15-18,Male,5769.139999999999,107,2
HCP00309,19-45,Female,15558.93,279,2
HCP00309,19-45,Male,3653.75,70,2
HCP00309,9-14,Female,4468.55,78,2
HCP00309,9-14,Male,2569.8,44,2
HCP00310,15-18,Female,8200.26,152,2
HCP00310,15-18,Male,297.72,5,1
HCP00310,19-45,Female,3923.8100000000004,82,1
HCP00310,19-45,Male,9432.94,177,3
HCP00311,15-18,Female,487.68,8,1
HCP00311,15-18,Male,954.63,15,1
HCP00311,19-45,Female,4220.73,75,2
HCP00311,19-45,Male,3415.67,62,2
HCP00311,9-14,Female,1201.1599999999999,21,2
HCP00311,9-14,Male,988.31,18,1
HCP00312,15-18,Female,4944.52,86,3
HCP00312,15-18,Male,6945.26,137,5
HCP00312,19-45,Female,9486.27,180,5
HCP00312,19-45,Male,11011.34,211,7
HCP00312,9-14,Female,4060.67,68,2
HCP00312,9-14,Male,4548.790000000001,77,3
HCP00313,15-18,Female,3934.14,68,3
HCP00313,15-18,Male,3964.2200000000003,78,4
HCP00313,19-45,Female,4700.34,91,5
HCP00313,19-45,Male,6254.73,110,6
HCP00313,9-14,Female,2687.0099999999998,44,3
HCP00313,9-14,Male,8197.82,149,7
HCP00314,15-18,Male,0.0,0,1
HCP00314,19-45,Female,1903.8400000000001,31,2
HCP00314,19-45,Male,1801.49,32,3
HCP00314,9-14,Female,836.97,16,2
HCP00314,9-14,Male,519.28,11,2
HCP00315,15-18,Female,4465.01,81,3
HCP00315,15-18,Male,1744.5,35,2
HCP00315,19-45,Female,4130.46,75,2
HCP00315,19-45,Male,6335.68,115,4
HCP00315,9-14,Female,2632.43,46,4
HCP00315,9-14,Male,4569.49,82,3
HCP00316,15-18,Female,116.63,2,1
HCP00316,15-18,Male,50.55,1,1
HCP00316,19-45,Female,1824.04,34,2
HCP00316,19-45,Male,3483.87,64,2
HCP00316,9-14,Female,522.47,9,2
HCP00316,9-14,Male,2000.34,34,2
HCP00317,15-18,Female,687.2,11,1
HCP00317,15-18,Male,3443.8999999999996,60,1
HCP00317,19-45,Female,4099.61,75,3
HCP00317,19-45,Male,1447.36,28,2
HCP00317,9-14,Female,3092.69,59,4
HCP00317,9-14,Male,871.18,16,2
HCP00318,15-18,Female,3667.88,57,2
HCP00318,15-18,Male,118.99,2,1
HCP00318,19-45,Female,4911.86,96,3
HCP00318,19-45,Male,2591.9700000000003,52,2
HCP00318,9-14,Female,471.39,8,1
HCP00318,9-14,Male,3926.75,67,3
HCP00319,15-18,Female,1716.6799999999998,34,2
HCP00319,15-18,Male,4882.83,88,2
HCP00319,19-45,Female,7513.4,137,2
HCP00319,19-45,Male,3613.45,67,2
HCP00319,9-14,Male,2425.84,42,2
HCP00320,15-18,Female,762.0999999999999,14,2
HCP00320,15-18,Male,786.17,15,2
HCP00320,19-45,Female,494.18,9,2
HCP00320,19-45,Male,868.55,16,2
HCP00320,9-14,Female,602.38,11,2
HCP00320,9-14,Male,281.62,5,1
HCP00321,15-18,Female,1617.97,28,1
HCP00321,15-18,Male,1971.02,38,1
HCP00321,19-45,Female,4864.54,89,1
HCP00321,19-45,Male,4515.9800000000005,80,1
HCP00321,9-14,Female,695.78,14,1
HCP00321,9-14,Male,1281.75,23,1
HCP00322,15-18,Female,2064.0,41,1
HCP00322,15-18,Male,949.32,16,1
HCP00322,19-45,Female,5360.15,102,1
HCP00322,19-45,Male,5307.0,104,1
HCP00322,9-14,Female,1764.54,30,1
HCP00322,9-14,Male,896.57,17,1
HCP00323,15-18,Female,184.44,3,2
HCP00323,15-18,Male,195.97,4,2
HCP00323,19-45,Female,1262.0,24,3
HCP00323,19-45,Male,219.49,4,2
HCP00323,9-14,Male,48.73,1,1
HCP00324,15-18,Female,363.99,6,2
HCP00324,15-18,Male,179.87,3,1
HCP00324,19-45,Female,362.84000000000003,7,2
HCP00324,19-45,Male,390.23,7,2
HCP00324,9-14,Female,233.63,4,1
HCP00324,9-14,Male,170.56,3,2
HCP00325,15-18,Female,1107.92,20,5
HCP00325,15-18,Male,748.61,13,4
HCP00325,19-45,Female,2052.59,37,6
HCP00325,19-45,Male,1673.45,29,5
HCP00325,9-14,Male,876.01,14,2
HCP00326,15-18,Female,795.03,13,2
HCP00326,15-18,Male,2530.64,46,6
HCP00326,19-45,Female,2259.71,42,7
HCP00326,19-45,Male,3319.46,61,8
HCP00326,9-14,Female,845.49,15,3
HCP00326,9-14,Male,1338.16,24,5
HCP00327,15-18,Female,2571.94,49,1
HCP00327,15-18,Male,3758.87,63,2
HCP00327,19-45,Female,9089.26,168,4
HCP00327,19-45,Male,4782.61,82,4
HCP00327,9-14,Female,2234.8599999999997,43,2
HCP00327,9-14,Male,2961.7599999999998,59,3
HCP00328,15-18,Female,978.38,19,2
HCP00328,15-18,Male,2020.98,39,3
HCP00328,19-45,Female,2773.63,52,3
HCP00328,19-45,Male,3396.18,59,3
HCP00328,9-14,Female,1766.08,30,1
HCP00328,9-14,Male,392.42,8,1
HCP00329,15-18,Female,3529.37,58,1
HCP00329,15-18,Male,7236.799999999999,151,1
HCP00329,19-45,Female,23138.22,424,1
HCP00329,19-45,Male,12554.240000000002,235,1
HCP00329,9-14,Female,7868.53,141,1
HCP00329,9-14,Male,10686.630000000001,177,1
HCP00330,15-18,Female,746.53,14,2
HCP00330,15-18,Male,235.33,5,2
HCP00330,19-45,Female,1118.1,19,2
HCP00330,19-45,Male,1549.53,27,2
HCP00330,9-14,Female,258.21,4,1
HCP00330,9-14,Male,47.2,1,1
HCP00331,15-18,Female,250.87,5,1
HCP00331,15-18,Male,314.74,6,1
HCP00331,19-45,Female,737.27,13,1
HCP00331,19-45,Male,624.4000000000001,12,1
HCP00331,9-14,Female,759.39,14,1
HCP00331,9-14,Male,607.03,11,1
HCP00332,15-18,Female,3424.76,67,2
HCP00332,15-18,Male,1629.0500000000002,31,2
HCP00332,19-45,Female,1301.3,21,2
HCP00332,19-45,Male,3644.21,69,3
HCP00332,9-14,Female,1400.62,28,3
HCP00332,9-14,Male,2165.26,41,3
HCP00333,15-18,Female,1373.96,28,1
HCP00333,15-18,Male,1403.35,24,1
HCP00333,19-45,Female,4777.39,80,1
HCP00333,19-45,Male,4710.860000000001,79,1
HCP00333,9-14,Female,2821.72,50,1
HCP00333,9-14,Male,1537.87,27,1
HCP00334,15-18,Female,651.4,11,1
HCP00334,15-18,Male,1171.52,24,2
HCP00334,19-45,Female,5113.49,87,2
HCP00334,19-45,Male,3674.48,66,2
HCP00334,9-14,Female,1520.28,26,2
HCP00334,9-14,Male,1588.13,31,2
HCP00335,15-18,Female,184.92,4,1
HCP00335,15-18,Male,1688.1399999999999,32,2
HCP00335,19-45,Female,4042.49,69,2
HCP00335,19-45,Male,1118.5700000000002,21,2
HCP00335,9-14,Male,596.95,10,2
HCP00336,15-18,Female,522.1600000000001,10,1
HCP00336,15-18,Male,228.37,4,1
HCP00336,19-45,Female,252.74,5,1
HCP00336,19-45,Male,975.86,18,1
HCP00336,9-14,Female,438.64,8,1
HCP00336,9-14,Male,599.61,11,1
HCP00337,15-18,Female,512.37,9,4
HCP00337,15-18,Male,395.59000000000003,7,2
HCP00337,19-45,Female,1766.33,30,4
HCP00337,19-45,Male,1089.52,20,5
HCP00337,9-14,Female,651.17,12,5
HCP00337,9-14,Male,285.65,6,2
HCP00338,15-18,Female,177.99,3,1
HCP00338,15-18,Male,155.05,3,1
HCP00338,19-45,Female,469.21,9,5
HCP00338,19-45,Male,1647.94,29,7
HCP00338,9-14,Female,586.92,11,3
HCP00338,9-14,Male,340.09999999999997,6,2
HCP00339,15-18,Male,2101.83,39,1
HCP00339,19-45,Female,2936.44,54,1
HCP00339,19-45,Male,3319.41,61,1
HCP00339,9-14,Female,1034.0,19,1
HCP00339,9-14,Male,420.79,9,1
HCP00340,15-18,Female,2193.48,41,2
HCP00340,15-18,Male,2575.08,45,2
HCP00340,19-45,Female,6883.299999999999,134,2
HCP00340,19-45,Male,4225.610000000001,75,2
HCP00340,9-14,Female,539.35,9,1
HCP00341,15-18,Female,2598.79,47,1
HCP00341,15-18,Male,4931.04,80,1
HCP00341,19-45,Female,10958.57,206,1
HCP00341,19-45,Male,7194.08,130,1
HCP00341,9-14,Female,3931.05,73,1
HCP00341,9-14,Male,1755.7600000000002,30,1
HCP00342,15-18,Female,533.7,9,2
HCP00342,15-18,Male,449.89,8,1
HCP00342,19-45,Female,1000.82,18,1
HCP00342,19-45,Male,2243.59,38,2
HCP00342,9-14,Female,492.90999999999997,10,1
HCP00342,9-14,Male,423.74,8,1
HCP00343,15-18,Female,2344.9,41,1
HCP00343,15-18,Male,2989.01,58,2
HCP00343,19-45,Female,12251.62,224,2
HCP00343,19-45,Male,8866.710000000001,156,2
HCP00343,9-14,Female,1298.37,27,2
HCP00343,9-14,Male,3455.26,61,2
HCP00344,15-18,Female,8700.849999999999,140,2
HCP00344,15-18,Male,9548.220000000001,165,3
HCP00344,19-45,Female,16615.010000000002,293,3
HCP00344,19-45,Male,10806.560000000001,210,3
HCP00344,9-14,Female,5274.4400000000005,104,2
HCP00344,9-14,Male,836.61,13,1
HCP00345,15-18,Female,9674.83,175,1
HCP00345,15-18,Male,2663.44,51,1
HCP00345,19-45,Female,6052.88,105,1
HCP00345,19-45,Male,18010.53,328,1
HCP00345,9-14,Female,3240.7,57,1
HCP00345,9-14,Male,3560.17,60,1
HCP00346,15-18,Female,2025.94,32,2
HCP00346,15-18,Male,2476.4700000000003,50,1
HCP00346,19-45,Female,1059.97,18,1
HCP00346,19-45,Male,12337.01,224,2
HCP00346,9-14,Female,8651.3,151,3
HCP00346,9-14,Male,3211.8900000000003,59,2
HCP00347,15-18,Female,48.26,1,1
HCP00347,15-18,Male,432.0,8,1
HCP00347,19-45,Female,1242.7,23,2
HCP00347,19-45,Male,355.05,6,2
HCP00347,9-14,Female,350.21,6,2
HCP00347,9-14,Male,45.79,1,1
HCP00348,15-18,Female,6411.93,115,1
HCP00348,15-18,Male,5337.43,95,2
HCP00348,19-45,Female,14282.189999999999,259,3
HCP00348,19-45,Male,3979.04,72,2
HCP00348,9-14,Female,2489.45,47,2
HCP00348,9-14,Male,2024.23,33,1
HCP00349,15-18,Male,254.49,4,1
HCP00349,19-45,Female,836.6800000000001,14,1
HCP00349,19-45,Male,2203.14,40,1
HCP00349,9-14,Female,510.48,9,1
HCP00349,9-14,Male,553.46,11,1
HCP00350,15-18,Female,1909.3899999999999,33,2
HCP00350,15-18,Male,1438.2,27,1
HCP00350,19-45,Female,4461.04,77,2
HCP00350,19-45,Male,3910.34,68,2
HCP00350,9-14,Female,2293.19,40,2
HCP00350,9-14,Male,2121.16,42,2
HCP00351,15-18,Female,1833.73,33,1
HCP00351,19-45,Female,1501.1599999999999,27,1
HCP00351,19-45,Male,2026.54,37,1
HCP00351,9-14,Female,561.75,11,1
HCP00351,9-14,Male,1037.2,18,1
HCP00352,15-18,Female,1409.88,25,1
HCP00352,15-18,Male,895.52,17,1
HCP00352,19-45,Female,11088.12,197,3
HCP00352,19-45,Male,7891.42,148,2
HCP00352,9-14,Male,1543.97,26,1
HCP00353,15-18,Female,2136.77,38,2
HCP00353,15-18,Male,526.62,9,1
HCP00353,19-45,Female,12724.89,230,2
HCP00353,19-45,Male,5683.71,116,2
HCP00353,9-14,Female,2859.0099999999998,47,2
HCP00353,9-14,Male,1735.26,35,1
HCP00354,15-18,Female,2564.1,46,2
HCP00354,15-18,Male,3137.75,55,2
HCP00354,19-45,Female,3281.5899999999997,64,2
HCP00354,19-45,Male,11461.67,206,4
HCP00354,9-14,Female,4516.360000000001,94,4
HCP00354,9-14,Male,3362.3199999999997,67,2
HCP00355,15-18,Female,1818.68,32,1
HCP00355,15-18,Male,6073.42,109,2
HCP00355,19-45,Female,12741.43,224,2
HCP00355,19-45,Male,12557.09,209,2
HCP00355,9-14,Female,11406.01,193,2
HCP00355,9-14,Male,5256.3,100,2
HCP00356,15-18,Female,1595.9099999999999,31,7
HCP00356,15-18,Male,466.15999999999997,9,4
HCP00356,19-45,Female,920.58,16,4
HCP00356,19-45,Male,1759.27,32,7
HCP00356,9-14,Female,751.71,13,6
HCP00356,9-14,Male,184.25,3,3
HCP00357,15-18,Female,2783.57,46,2
HCP00357,15-18,Male,4497.139999999999,75,3
HCP00357,19-45,Female,7642.16,130,3
HCP00357,19-45,Male,4119.38,78,2
HCP00357,9-14,Female,2120.73,35,1
HCP00357,9-14,Male,2894.75,46,1
HCP00358,15-18,Female,1481.89,25,1
HCP00358,15-18,Male,1008.04,17,1
HCP00358,19-45,Female,2733.62,53,1
HCP00358,19-45,Male,6950.58,118,2
HCP00358,9-14,Female,1348.33,23,1
HCP00358,9-14,Male,9611.82,165,2
HCP00359,15-18,Female,2877.63,53,5
HCP00359,15-18,Male,1010.5999999999999,19,2
HCP00359,19-45,Female,3763.66,71,4
HCP00359,19-45,Male,3799.04,75,6
HCP00359,9-14,Female,1408.2199999999998,23,2
HCP00359,9-14,Male,575.73,12,2
HCP00360,15-18,Female,18953.37,328,3
HCP00360,15-18,Male,1664.75,27,1
HCP00360,19-45,Female,27222.78,495,3
HCP00360,19-45,Male,14864.97,268,3
HCP00360,9-14,Female,8959.41,157,3
HCP00360,9-14,Male,2970.54,62,1
HCP00361,15-18,Female,50.99,1,1
HCP00361,15-18,Male,321.28999999999996,6,2
HCP00361,19-45,Female,720.49,13,2
HCP00361,19-45,Male,1395.46,24,2
HCP00361,9-14,Female,422.43,8,2
HCP00361,9-14,Male,404.28999999999996,7,2
HCP00362,15-18,Female,5372.5599999999995,99,2
HCP00362,15-18,Male,5023.11,81,2
HCP00362,19-45,Female,8850.54,153,2
HCP00362,19-45,Male,12088.92,216,2
HCP00362,9-14,Female,3393.88,56,2
HCP00362,9-14,Male,6615.98,117,2
HCP00363,15-18,Female,3039.3,57,2
HCP00363,15-18,Male,6390.610000000001,107,3
HCP00363,19-45,Female,4422.22,78,3
HCP00363,19-45,Male,10981.210000000001,196,3
HCP00363,9-14,Female,1361.3,23,2
HCP00363,9-14,Male,2264.4,40,2
HCP00364,15-18,Female,1507.88,26,3
HCP00364,15-18,Male,425.36,7,2
HCP00364,19-45,Female,2024.83,36,3
HCP00364,19-45,Male,1801.5900000000001,30,5
HCP00364,9-14,Female,439.78999999999996,9,3
HCP00364,9-14,Male,236.87,5,1
HCP00365,15-18,Female,6542.610000000001,110,2
HCP00365,15-18,Male,347.15,6,1
HCP00365,19-45,Female,5372.71,100,2
HCP00365,19-45,Male,2921.4800000000005,52,2
HCP00365,9-14,Female,4347.969999999999,79,2
HCP00365,9-14,Male,1574.8700000000001,30,2
HCP00366,15-18,Female,3208.69,57,3
HCP00366,15-18,Male,1074.47,19,2
HCP00366,19-45,Female,5286.27,95,4
HCP00366,19-45,Male,2603.6600000000003,49,3
HCP00366,9-14,Female,1232.12,25,2
HCP00366,9-14,Male,460.01,8,1
HCP00367,15-18,Female,950.1500000000001,20,2
HCP00367,15-18,Male,3042.93,57,1
HCP00367,19-45,Female,2930.9,54,3
HCP00367,19-45,Male,2952.16,56,3
HCP00367,9-14,Female,2412.39,43,2
HCP00367,9-14,Male,4160.76,79,3
HCP00368,15-18,Female,463.66,10,1
HCP00368,15-18,Male,449.06,7,1
HCP00368,19-45,Female,2972.99,52,1
HCP00368,19-45,Male,3157.25,56,2
HCP00368,9-14,Male,2316.15,40,2
HCP00369,15-18,Female,481.07,9,1
HCP00369,15-18,Male,505.6,9,1
HCP00369,19-45,Female,596.57,11,1
HCP00369,19-45,Male,911.85,17,1
HCP00369,9-14,Female,468.41999999999996,8,1
HCP00369,9-14,Male,353.85,6,1
HCP00370,15-18,Female,618.98,13,1
HCP00370,15-18,Male,177.81,3,1
HCP00370,19-45,Female,1522.24,27,1
HCP00370,19-45,Male,301.93,5,1
HCP00370,9-14,Female,1370.99,25,1
HCP00371,15-18,Female,688.23,13,1
HCP00371,15-18,Male,593.08,10,2
HCP00371,19-45,Female,977.09,18,2
HCP00371,19-45,Male,1040.88,17,2
HCP00371,9-14,Female,1733.8300000000002,32,2
HCP00371,9-14,Male,675.69,12,2
HCP00372,15-18,Female,1826.85,35,3
HCP00372,15-18,Male,1740.55,30,3
HCP00372,19-45,Female,2627.0299999999997,48,5
HCP00372,19-45,Male,4938.610000000001,90,7
HCP00372,9-14,Male,853.71,16,2
HCP00373,15-18,Female,364.11,7,1
HCP00373,15-18,Male,122.45,2,1
HCP00373,19-45,Female,219.38,4,1
HCP00373,19-45,Male,324.56,6,1
HCP00373,9-14,Female,352.2,6,1
HCP00373,9-14,Male,45.57,1,1
HCP00374,15-18,Female,991.9,18,2
HCP00374,15-18,Male,2151.27,38,2
HCP00374,19-45,Female,1785.46,29,2
HCP00374,19-45,Male,4322.37,85,2
HCP00374,9-14,Female,728.5799999999999,15,2
HCP00374,9-14,Male,1540.43,28,2
HCP00375,15-18,Female,952.94,16,1
HCP00375,15-18,Male,2685.87,53,2
HCP00375,19-45,Female,3729.97,70,3
HCP00375,19-45,Male,3605.86,63,3
HCP00375,9-14,Female,3957.5,72,3
HCP00375,9-14,Male,1412.89,22,1
HCP00376,15-18,Female,470.27,8,2
HCP00376,15-18,Male,614.36,12,3
HCP00376,19-45,Female,721.6,13,4
HCP00376,19-45,Male,1159.13,22,4
HCP00376,9-14,Female,122.55,2,2
HCP00376,9-14,Male,305.53,6,2
HCP00377,15-18,Female,5106.51,96,3
HCP00377,15-18,Male,2552.8199999999997,45,2
HCP00377,19-45,Female,10828.61,201,4
HCP00377,19-45,Male,3752.2400000000002,67,3
HCP00377,9-14,Female,1091.73,21,1
HCP00377,9-14,Male,4715.09,81,1
HCP00378,15-18,Female,945.85,18,3
HCP00378,15-18,Male,1357.47,23,4
HCP00378,19-45,Male,858.59,15,4
HCP00378,9-14,Female,385.12,8,1
HCP00378,9-14,Male,793.1,15,7
HCP00379,15-18,Female,738.6500000000001,14,1
HCP00379,19-45,Female,1361.1399999999999,25,1
HCP00379,19-45,Male,2326.94,42,1
HCP00379,9-14,Female,995.53,16,1
HCP00379,9-14,Male,1484.6,28,1
HCP00380,15-18,Female,4194.81,67,2
HCP00380,15-18,Male,2329.93,40,2
HCP00380,19-45,Female,21178.54,361,1
HCP00380,19-45,Male,2336.81,43,2
HCP00380,9-14,Female,8696.71,155,2
HCP00380,9-14,Male,660.46,14,1
HCP00381,15-18,Female,6592.77,113,3
HCP00381,15-18,Male,3229.59,63,2
HCP00381,19-45,Female,10468.23,183,5
HCP00381,19-45,Male,3074.19,57,2
HCP00381,9-14,Female,4581.82,80,4
HCP00381,9-14,Male,2982.6600000000003,52,2
HCP00382,15-18,Male,6138.1,117,2
HCP00382,19-45,Female,10864.86,206,2
HCP00382,19-45,Male,3089.9300000000003,51,1
HCP00382,9-14,Female,736.66,15,1
HCP00382,9-14,Male,580.15,9,1
HCP00383,15-18,Female,4408.889999999999,79,4
HCP00383,15-18,Male,940.74,19,2
HCP00383,19-45,Female,290.62,6,1
HCP00383,19-45,Male,3076.47,54,3
HCP00383,9-14,Female,3709.63,63,5
HCP00384,15-18,Female,1235.67,23,2
HCP00384,15-18,Male,221.85,4,1
HCP00384,19-45,Female,1252.1799999999998,22,2
HCP00384,19-45,Male,669.22,13,2
HCP00384,9-14,Female,461.87,9,1
HCP00384,9-14,Male,696.9200000000001,12,2
HCP00385,15-18,Female,2148.16,39,1
HCP00385,15-18,Male,2170.06,42,1
HCP00385,19-45,Female,7653.22,142,1
HCP00385,19-45,Male,14345.06,254,1
HCP00385,9-14,Female,1691.5700000000002,34,1
HCP00385,9-14,Male,1086.24,24,1
HCP00386,15-18,Male,582.13,11,1
HCP00386,19-45,Female,6380.52,115,2
HCP00386,19-45,Male,7459.42,135,2
HCP00386,9-14,Female,1135.35,22,2
HCP00386,9-14,Male,2343.09,44,2
HCP00387,15-18,Female,738.0600000000001,15,4
HCP00387,15-18,Male,438.16999999999996,9,2
HCP00387,19-45,Female,424.5,7,3
HCP00387,19-45,Male,1130.54,20,5
HCP00387,9-14,Female,397.39,7,2
HCP00387,9-14,Male,90.67,2,1
HCP00388,15-18,Female,671.68,13,1
HCP00388,15-18,Male,1639.07,28,1
HCP00388,19-45,Female,2068.01,42,1
HCP00388,19-45,Male,6354.75,108,1
HCP00388,9-14,Female,1748.57,36,1
HCP00388,9-14,Male,501.87,10,1
HCP00389,15-18,Female,4154.25,78,2
HCP00389,15-18,Male,5481.29,110,4
HCP00389,19-45,Female,8815.77,179,3
HCP00389,19-45,Male,15040.93,293,5
HCP00389,9-14,Female,6156.110000000001,115,2
HCP00389,9-14,Male,13556.29,264,5
HCP00390,15-18,Female,573.17,10,1
HCP00390,15-18,Male,567.46,11,1
HCP00390,19-45,Female,1150.99,20,1
HCP00390,19-45,Male,941.46,17,1
HCP00390,9-14,Female,194.72,3,1
HCP00390,9-14,Male,523.2,10,1
HCP00391,15-18,Female,4237.95,73,2
HCP00391,15-18,Male,1463.0900000000001,28,2
HCP00391,19-45,Female,8913.76,151,3
HCP00391,19-45,Male,7036.13,132,3
HCP00391,9-14,Female,4046.62,73,2
HCP00391,9-14,Male,2754.88,53,1
HCP00392,15-18,Female,611.53,10,1
HCP00392,15-18,Male,1406.5,25,1
HCP00392,19-45,Female,580.19,11,1
HCP00392,19-45,Male,5555.219999999999,102,1
HCP00392,9-14,Female,860.72,17,1
HCP00392,9-14,Male,835.73,15,1
HCP00393,15-18,Female,230.1,4,1
HCP00393,15-18,Male,1498.08,28,2
HCP00393,19-45,Female,1984.75,38,3
HCP00393,19-45,Male,3343.58,63,3
HCP00393,9-14,Female,916.52,17,2
HCP00393,9-14,Male,1527.3700000000001,28,3
HCP00394,15-18,Female,4911.71,98,2
HCP00394,15-18,Male,1230.3,26,1
HCP00394,19-45,Female,3226.48,52,2
HCP00394,19-45,Male,2343.49,47,2
HCP00394,9-14,Female,1069.61,18,1
HCP00394,9-14,Male,1128.5,18,1
HCP00395,15-18,Female,1557.72,28,2
HCP00395,15-18,Male,1262.22,25,1
HCP00395,19-45,Female,3690.5,70,2
HCP00395,19-45,Male,3229.98,64,2
HCP00395,9-14,Female,435.18,7,1
HCP00395,9-14,Male,1019.3699999999999,19,2
HCP00396,15-18,Female,10563.59,199,1
HCP00396,15-18,Male,13427.580000000002,223,1
HCP00396,19-45,Female,11805.970000000001,218,1
HCP00396,19-45,Male,43049.81,789,1
HCP00396,9-14,Female,22355.49,391,1
HCP00396,9-14,Male,4314.33,80,1
HCP00397,15-18,Female,7445.800000000001,129,2
HCP00397,15-18,Male,3493.33,67,3
HCP00397,19-45,Female,9161.31,170,3
HCP00397,19-45,Male,8292.5,161,3
HCP00397,9-14,Female,1345.25,26,1
HCP00397,9-14,Male,3915.63,66,2
HCP00398,15-18,Female,8782.5,158,2
HCP00398,15-18,Male,16502.87,300,3
HCP00398,19-45,Female,3069.3799999999997,56,1
HCP00398,19-45,Male,21594.89,365,3
HCP00398,9-14,Female,8070.84,138,2
HCP00398,9-14,Male,2102.61,35,1
HCP00399,15-18,Female,3723.0,74,3
HCP00399,15-18,Male,8347.59,151,3
HCP00399,19-45,Female,7660.96,146,3
HCP00399,19-45,Male,6000.96,112,3
HCP00399,9-14,Female,2863.52,52,2
HCP00399,9-14,Male,1729.48,32,2
HCP00400,15-18,Female,1142.55,20,1
HCP00400,15-18,Male,230.23,4,1
HCP00400,19-45,Female,2264.61,41,2
HCP00400,19-45,Male,475.84000000000003,8,1
HCP00400,9-14,Female,192.91,3,1
HCP00400,9-14,Male,928.23,15,2
HCP00401,15-18,Female,583.17,10,1
HCP00401,15-18,Male,2193.21,43,1
HCP00401,19-45,Female,1744.5099999999998,35,1
HCP00401,19-45,Male,2095.02,41,1
HCP00401,9-14,Female,1134.05,21,1
HCP00401,9-14,Male,1101.62,23,1
HCP00402,15-18,Female,1252.88,24,3
HCP00402,15-18,Male,480.24,9,2
HCP00402,19-45,Female,2910.3900000000003,49,4
HCP00402,19-45,Male,3996.34,75,7
HCP00402,9-14,Female,885.09,17,2
HCP00402,9-14,Male,1254.48,23,2
HCP00403,15-18,Female,1437.17,26,1
HCP00403,15-18,Male,2611.11,45,1
HCP00403,19-45,Female,5935.55,103,1
HCP00403,19-45,Male,3733.97,72,1
HCP00403,9-14,Female,1020.75,18,1
HCP00403,9-14,Male,1779.8799999999999,35,1
HCP00404,15-18,Female,3714.1000000000004,70,1
HCP00404,15-18,Male,3536.14,69,1
HCP00404,19-45,Female,5086.01,97,1
HCP00404,19-45,Male,10472.55,179,1
HCP00404,9-14,Female,2227.87,36,1
HCP00404,9-14,Male,576.08,11,1
HCP00405,15-18,Female,1045.99,18,2
HCP00405,15-18,Male,1579.83,28,2
HCP00405,19-45,Female,1694.62,32,2
HCP00405,19-45,Male,2899.12,53,2
HCP00405,9-14,Female,795.78,14,2
HCP00405,9-14,Male,625.53,12,2
HCP00406,15-18,Female,1417.59,25,1
HCP00406,19-45,Female,4313.54,74,1
HCP00406,19-45,Male,3772.19,72,1
HCP00406,9-14,Female,1266.6399999999999,26,1
HCP00406,9-14,Male,438.8,9,1
HCP00407,15-18,Female,3049.99,55,2
HCP00407,15-18,Male,1792.3400000000001,35,2
HCP00407,19-45,Female,8104.15,148,2
HCP00407,19-45,Male,5701.610000000001,100,2
HCP00407,9-14,Female,1316.24,25,2
HCP00407,9-14,Male,418.51,8,1
HCP00408,15-18,Female,1326.34,28,1
HCP00408,15-18,Male,1595.1200000000001,27,1
HCP00408,19-45,Female,4906.46,96,2
HCP00408,19-45,Male,2186.51,40,1
HCP00408,9-14,Female,1820.07,35,2
HCP00408,9-14,Male,727.73,14,1
HCP00409,15-18,Female,3984.1499999999996,77,2
HCP00409,15-18,Male,9336.93,161,3
HCP00409,19-45,Female,4491.02,75,2
HCP00409,19-45,Male,10443.48,192,2
HCP00409,9-14,Female,6000.26,107,3
HCP00409,9-14,Male,7026.679999999999,120,3
HCP00410,15-18,Female,2889.71,53,3
HCP00410,15-18,Male,1835.59,37,2
HCP00410,19-45,Female,3265.37,57,3
HCP00410,19-45,Male,9687.66,163,3
HCP00410,9-14,Female,2331.04,43,3
HCP00410,9-14,Male,1461.99,27,2
HCP00411,15-18,Female,5448.3,102,1
HCP00411,19-45,Female,11021.689999999999,177,1
HCP00411,19-45,Male,16927.29,305,1
HCP00411,9-14,Female,8560.72,155,1
HCP00411,9-14,Male,2030.61,34,1
HCP00412,15-18,Female,581.3,11,1
HCP00412,15-18,Male,849.96,17,1
HCP00412,19-45,Female,1985.44,40,1
HCP00412,19-45,Male,2426.23,47,1
HCP00412,9-14,Female,377.04,7,1
HCP00412,9-14,Male,1022.49,21,1
HCP00413,15-18,Female,1461.86,23,1
HCP00413,15-18,Male,3123.54,52,1
HCP00413,19-45,Female,7497.73,126,1
