HCO_ID,Province,Region,Target_HCC,Vaccinated_HCC,Uptake_Rate,HCO_Type,HCO_Tier
HCO0343,Thanh Hoa,Central,406,31,0.07635467980295567,Vax Center,Tier 2
HCO0344,Nam Dinh,North,564,38,0.0673758865248227,Vax Center,Tier 2
HCO0345,Hai Duong,North,162,18,0.1111111111111111,Vax Center,Tier 3
HCO0346,Bac Ninh,North,154,18,0.11688311688311688,Vax Center,Tier 3
HCO0347,Tien Giang,South,152,14,0.09210526315789473,Vax Center,Tier 3
HCO0348,Ha Tinh,Central,310,33,0.1064516129032258,Vax Center,Tier 2
HCO0349,Nghe An,Central,162,14,0.08641975308641975,Vax Center,Tier 3
HCO0350,Lam Dong,South,765,71,0.09281045751633987,Vax Center,Tier 1
HCO0351,Da Nang,Central,349,27,0.07736389684813753,Vax Center,Tier 2
HCO0352,Tien Giang,South,658,50,0.07598784194528875,Vax Center,Tier 2
HCO0353,Dong Nai,South,562,48,0.08540925266903915,Hospital,Tier 2
HCO0354,Quang Binh,Central,560,41,0.07321428571428572,Vax Center,Tier 2
HCO0355,Nghe An,Central,449,32,0.07126948775055679,Vax Center,Tier 2
HCO0356,Kien Giang,South,773,76,0.09831824062095731,Vax Center,Tier 1
HCO0357,Khanh Hoa,South,482,54,0.11203319502074689,Vax Center,Tier 2
HCO0358,Can Tho,South,426,47,0.11032863849765258,Vax Center,Tier 2
HCO0359,Bac Ninh,North,842,90,0.10688836104513064,Vax Center,Tier 1
HCO0360,Ho Chi Minh City,South,196,19,0.09693877551020408,Vax Center,Tier 3
HCO0361,Quang Ngai,Central,306,25,0.08169934640522876,Vax Center,Tier 2
HCO0362,Bac Ninh,North,264,21,0.07954545454545454,Vax Center,Tier 3
HCO0363,Quang Nam,Central,596,53,0.08892617449664429,Vax Center,Tier 2
HCO0364,Khanh Hoa,South,808,79,0.09777227722772278,Vax Center,Tier 1
HCO0365,Hanoi,North,326,28,0.08588957055214724,Vax Center,Tier 2
HCO0366,Ha Tinh,Central,622,38,0.06109324758842444,Vax Center,Tier 2
HCO0367,Binh Duong,South,124,9,0.07258064516129033,Vax Center,Tier 3
HCO0368,Vinh Phuc,North,445,30,0.06741573033707865,Hospital,Tier 2
HCO0369,Quang Binh,Central,1224,132,0.10784313725490197,Hospital,Tier 1
HCO0370,Ha Tinh,Central,365,31,0.08493150684931507,Vax Center,Tier 2
HCO0371,Nam Dinh,North,469,52,0.11087420042643924,Vax Center,Tier 2
HCO0372,Long An,South,730,71,0.09726027397260274,Hospital,Tier 1
HCO0373,Dong Nai,South,187,15,0.08021390374331551,Vax Center,Tier 3
HCO0374,Quang Ninh,North,1250,121,0.0968,Vax Center,Tier 1
HCO0375,Kien Giang,South,316,27,0.08544303797468354,Vax Center,Tier 2
HCO0376,Ho Chi Minh City,South,405,43,0.10617283950617284,Vax Center,Tier 2
HCO0377,Vinh Phuc,North,308,33,0.10714285714285714,Hospital,Tier 2
HCO0378,Binh Duong,South,386,28,0.07253886010362694,Vax Center,Tier 2
HCO0379,Quang Ninh,North,143,8,0.055944055944055944,Vax Center,Tier 3
HCO0380,Kien Giang,South,343,33,0.09620991253644315,Vax Center,Tier 2
HCO0381,Binh Dinh,Central,800,61,0.07625,Hospital,Tier 1
HCO0382,Binh Dinh,Central,201,12,0.05970149253731343,Hospital,Tier 3
HCO0383,Quang Ninh,North,587,51,0.0868824531516184,Vax Center,Tier 2
HCO0384,Ba Ria - Vung Tau,South,233,16,0.06866952789699571,Vax Center,Tier 3
HCO0385,Hanoi,North,499,49,0.09819639278557114,Hospital,Tier 2
HCO0386,Thai Nguyen,North,292,36,0.1232876712328767,Vax Center,Tier 3
HCO0387,Bac Ninh,North,931,69,0.07411385606874328,Vax Center,Tier 1
HCO0388,Dong Nai,South,979,80,0.08171603677221655,Vax Center,Tier 1
HCO0389,Hung Yen,North,662,49,0.07401812688821752,Vax Center,Tier 2
HCO0390,Long An,South,381,30,0.07874015748031496,Vax Center,Tier 2
HCO0391,Binh Dinh,Central,372,39,0.10483870967741936,Vax Center,Tier 2
HCO0392,Hanoi,North,286,21,0.07342657342657342,Vax Center,Tier 2
HCO0393,Hanoi,North,238,21,0.08823529411764706,Vax Center,Tier 3
HCO0394,Hai Phong,North,254,23,0.09055118110236221,Vax Center,Tier 2
HCO0395,Quang Ngai,Central,286,24,0.08391608391608392,Vax Center,Tier 2
HCO0396,Binh Duong,South,297,36,0.12121212121212122,Vax Center,Tier 3
HCO0397,Thai Nguyen,North,1190,121,0.10168067226890756,Hospital,Tier 1
HCO0398,Ho Chi Minh City,South,226,22,0.09734513274336283,Vax Center,Tier 3
HCO0399,Hai Phong,North,288,34,0.11805555555555555,Vax Center,Tier 2
HCO0400,Binh Duong,South,449,36,0.0801781737193764,Vax Center,Tier 2
HCO0401,Long An,South,891,78,0.08754208754208755,Vax Center,Tier 1
HCO0402,Dong Nai,South,165,12,0.07272727272727272,Vax Center,Tier 3
HCO0403,Khanh Hoa,South,378,38,0.10052910052910052,Vax Center,Tier 2
HCO0404,Binh Duong,South,1388,126,0.09077809798270893,Hospital,Tier 1
HCO0405,Hanoi,North,493,39,0.07910750507099391,Vax Center,Tier 2
HCO0406,Hung Yen,North,170,13,0.07647058823529412,Vax Center,Tier 3
HCO0407,Bac Ninh,North,540,62,0.11481481481481481,Vax Center,Tier 2
HCO0408,Quang Tri,Central,723,74,0.10235131396957123,Vax Center,Tier 1
HCO0409,Dong Nai,South,321,18,0.056074766355140186,Hospital,Tier 2
HCO0410,Quang Ngai,Central,459,43,0.09368191721132897,Vax Center,Tier 2
HCO0411,Ho Chi Minh City,South,389,24,0.061696658097686374,Vax Center,Tier 2
HCO0412,Hai Duong,North,323,30,0.09287925696594428,Vax Center,Tier 2
HCO0413,Lam Dong,South,191,15,0.07853403141361257,Vax Center,Tier 3
HCO0414,Hung Yen,North,292,26,0.08904109589041095,Vax Center,Tier 2
HCO0415,Vinh Phuc,North,350,29,0.08285714285714285,Vax Center,Tier 2
HCO0416,Khanh Hoa,South,229,21,0.09170305676855896,Vax Center,Tier 3
HCO0417,Kien Giang,South,389,41,0.10539845758354756,Vax Center,Tier 2
HCO0418,Quang Ngai,Central,1092,110,0.10073260073260074,Hospital,Tier 1
HCO0419,Hai Phong,North,479,39,0.081419624217119,Vax Center,Tier 2
HCO0420,Quang Ngai,Central,189,20,0.10582010582010581,Vax Center,Tier 3
HCO0421,Hai Phong,North,588,54,0.09183673469387756,Vax Center,Tier 2
HCO0422,Ba Ria - Vung Tau,South,253,21,0.08300395256916997,Vax Center,Tier 3
HCO0423,Khanh Hoa,South,274,18,0.06569343065693431,Vax Center,Tier 3
HCO0424,Hung Yen,North,383,20,0.05221932114882506,Hospital,Tier 2
HCO0425,Quang Ninh,North,311,26,0.08360128617363344,Vax Center,Tier 2
HCO0426,Hung Yen,North,396,29,0.07323232323232323,Vax Center,Tier 2
HCO0427,Kien Giang,South,241,22,0.0912863070539419,Vax Center,Tier 3
HCO0428,Quang Binh,Central,296,28,0.0945945945945946,Hospital,Tier 2
HCO0429,Dong Nai,South,966,101,0.10455486542443064,Vax Center,Tier 1
HCO0430,Quang Ngai,Central,301,28,0.09302325581395349,Vax Center,Tier 2
HCO0431,Da Nang,Central,246,18,0.07317073170731707,Vax Center,Tier 3
HCO0432,Bac Ninh,North,183,21,0.11475409836065574,Vax Center,Tier 3
HCO0433,Can Tho,South,484,35,0.07231404958677685,Vax Center,Tier 2
HCO0434,Nam Dinh,North,349,43,0.12320916905444126,Vax Center,Tier 2
HCO0435,Da Nang,Central,370,23,0.062162162162162166,Vax Center,Tier 2
HCO0436,Khanh Hoa,South,1245,111,0.0891566265060241,Vax Center,Tier 1
HCO0437,Binh Dinh,Central,716,79,0.11033519553072625,Vax Center,Tier 1
HCO0438,Tien Giang,South,912,79,0.08662280701754387,Hospital,Tier 1
HCO0439,Bac Ninh,North,395,28,0.07088607594936709,Vax Center,Tier 2
HCO0440,Quang Tri,Central,2518,233,0.09253375694996029,Hospital,Tier 1
HCO0441,Nghe An,Central,408,43,0.1053921568627451,Vax Center,Tier 2
HCO0442,Quang Binh,Central,463,36,0.07775377969762419,Vax Center,Tier 2
HCO0443,Bac Ninh,North,1128,120,0.10638297872340426,Hospital,Tier 1
HCO0444,Bac Ninh,North,929,114,0.12271259418729817,Hospital,Tier 1
HCO0445,Vinh Phuc,North,171,16,0.0935672514619883,Vax Center,Tier 3
HCO0446,Nam Dinh,North,689,64,0.09288824383164006,Vax Center,Tier 2
HCO0447,Ha Tinh,Central,422,44,0.10426540284360189,Vax Center,Tier 2
HCO0448,Quang Ngai,Central,289,27,0.09342560553633218,Hospital,Tier 3
HCO0449,Quang Ngai,Central,551,44,0.07985480943738657,Vax Center,Tier 2
HCO0450,Nghe An,Central,446,49,0.10986547085201794,Vax Center,Tier 2
HCO0451,Nghe An,Central,1131,111,0.09814323607427056,Vax Center,Tier 1
HCO0452,Hung Yen,North,406,45,0.11083743842364532,Vax Center,Tier 2
HCO0453,Quang Nam,Central,425,39,0.09176470588235294,Vax Center,Tier 2
HCO0454,Nam Dinh,North,903,78,0.08637873754152824,Vax Center,Tier 1
HCO0455,Hanoi,North,431,37,0.08584686774941995,Vax Center,Tier 2
HCO0456,Nghe An,Central,300,22,0.07333333333333333,Vax Center,Tier 2
HCO0457,Quang Binh,Central,272,19,0.06985294117647059,Vax Center,Tier 3
HCO0458,Thai Nguyen,North,497,33,0.06639839034205232,Vax Center,Tier 2
HCO0459,Da Nang,Central,558,52,0.0931899641577061,Vax Center,Tier 2
HCO0460,Da Nang,Central,195,14,0.07179487179487179,Vax Center,Tier 3
HCO0461,Khanh Hoa,South,176,21,0.11931818181818182,Vax Center,Tier 3
HCO0462,Binh Dinh,Central,319,30,0.09404388714733543,Vax Center,Tier 2
HCO0463,Binh Dinh,Central,261,24,0.09195402298850575,Vax Center,Tier 3
HCO0464,Nam Dinh,North,355,29,0.08169014084507042,Vax Center,Tier 2
HCO0465,Dong Nai,South,518,48,0.09266409266409266,Vax Center,Tier 2
HCO0466,Hue,Central,327,21,0.06422018348623854,Hospital,Tier 2
HCO0467,Ha Tinh,Central,910,67,0.07362637362637363,Hospital,Tier 1
HCO0468,Quang Ngai,Central,314,30,0.09554140127388536,Vax Center,Tier 2
HCO0469,Thanh Hoa,Central,357,30,0.08403361344537816,Vax Center,Tier 2
HCO0470,Quang Tri,Central,210,15,0.07142857142857142,Vax Center,Tier 3
HCO0471,Lam Dong,South,301,22,0.07308970099667775,Vax Center,Tier 2
HCO0472,Ba Ria - Vung Tau,South,471,46,0.09766454352441614,Vax Center,Tier 2
HCO0473,Long An,South,797,70,0.08782936010037641,Hospital,Tier 1
HCO0474,Quang Tri,Central,604,56,0.09271523178807947,Vax Center,Tier 2
HCO0475,Quang Tri,Central,309,22,0.07119741100323625,Vax Center,Tier 2
HCO0476,Binh Duong,South,143,11,0.07692307692307693,Vax Center,Tier 3
HCO0477,Nam Dinh,North,1366,142,0.10395314787701318,Vax Center,Tier 1
HCO0478,Binh Duong,South,398,39,0.09798994974874371,Vax Center,Tier 2
HCO0479,Quang Binh,Central,324,33,0.10185185185185185,Vax Center,Tier 2
HCO0480,Bac Ninh,North,184,20,0.10869565217391304,Vax Center,Tier 3
HCO0481,Quang Ninh,North,343,36,0.10495626822157435,Vax Center,Tier 2
HCO0482,Ho Chi Minh City,South,356,27,0.07584269662921349,Vax Center,Tier 2
HCO0483,Hai Phong,North,364,39,0.10714285714285714,Vax Center,Tier 2
HCO0484,Vinh Phuc,North,185,16,0.08648648648648649,Vax Center,Tier 3
HCO0485,Ninh Binh,North,306,31,0.10130718954248366,Vax Center,Tier 2
HCO0486,Hung Yen,North,318,29,0.09119496855345911,Vax Center,Tier 2
HCO0487,Nam Dinh,North,367,29,0.07901907356948229,Vax Center,Tier 2
HCO0488,Lam Dong,South,216,15,0.06944444444444445,Vax Center,Tier 3
HCO0489,Hanoi,North,379,40,0.10554089709762533,Vax Center,Tier 2
HCO0490,Binh Duong,South,437,45,0.10297482837528604,Vax Center,Tier 2
HCO0491,Ho Chi Minh City,South,452,37,0.08185840707964602,Hospital,Tier 2
HCO0492,Thanh Hoa,Central,664,53,0.07981927710843373,Vax Center,Tier 2
HCO0493,Hai Duong,North,434,36,0.08294930875576037,Vax Center,Tier 2
HCO0494,Quang Ngai,Central,492,49,0.09959349593495935,Vax Center,Tier 2
HCO0495,Bac Ninh,North,974,73,0.07494866529774127,Hospital,Tier 1
HCO0496,Thanh Hoa,Central,235,17,0.07234042553191489,Vax Center,Tier 3
HCO0497,Can Tho,South,336,36,0.10714285714285714,Vax Center,Tier 2
HCO0498,Kien Giang,South,458,43,0.09388646288209607,Vax Center,Tier 2
HCO0499,Dong Nai,South,783,76,0.0970625798212005,Vax Center,Tier 1
HCO0500,Nam Dinh,North,337,32,0.09495548961424333,Vax Center,Tier 2
HCO0501,Khanh Hoa,South,750,49,0.06533333333333333,Vax Center,Tier 1
HCO0502,Khanh Hoa,South,293,28,0.09556313993174062,Vax Center,Tier 2
HCO0503,Nghe An,Central,426,42,0.09859154929577464,Vax Center,Tier 2
HCO0504,Quang Ngai,Central,599,53,0.08848080133555926,Vax Center,Tier 2
HCO0505,Hanoi,North,365,31,0.08493150684931507,Vax Center,Tier 2
HCO0506,Hung Yen,North,314,34,0.10828025477707007,Vax Center,Tier 2
HCO0507,Quang Tri,Central,399,43,0.10776942355889724,Vax Center,Tier 2
HCO0508,Hai Duong,North,600,48,0.08,Vax Center,Tier 2
HCO0509,Hai Duong,North,1150,116,0.10086956521739131,Hospital,Tier 1
HCO0510,Binh Duong,South,295,22,0.07457627118644068,Vax Center,Tier 2
HCO0511,Kien Giang,South,365,42,0.11506849315068493,Vax Center,Tier 2
HCO0512,Da Nang,Central,1359,136,0.10007358351729213,Hospital,Tier 1
HCO0513,Ho Chi Minh City,South,333,27,0.08108108108108109,Vax Center,Tier 2
HCO0514,Kien Giang,South,92,6,0.06521739130434782,Vax Center,Tier 3
HCO0515,Bac Ninh,North,531,48,0.0903954802259887,Hospital,Tier 2
HCO0516,Ha Tinh,Central,1391,125,0.08986340762041696,Hospital,Tier 1
HCO0517,Nghe An,Central,272,23,0.08455882352941177,Vax Center,Tier 2
HCO0518,Quang Ninh,North,455,37,0.08131868131868132,Vax Center,Tier 2
HCO0519,Dong Nai,South,436,37,0.08486238532110092,Vax Center,Tier 2
HCO0520,Ha Tinh,Central,722,63,0.08725761772853186,Vax Center,Tier 1
HCO0521,Quang Binh,Central,181,19,0.10497237569060773,Vax Center,Tier 3
HCO0522,Bac Ninh,North,222,11,0.04954954954954955,Vax Center,Tier 3
HCO0523,Hung Yen,North,153,15,0.09803921568627451,Vax Center,Tier 3
HCO0524,Long An,South,222,25,0.11261261261261261,Vax Center,Tier 3
HCO0525,Hai Phong,North,982,74,0.07535641547861507,Hospital,Tier 1
HCO0526,Thai Nguyen,North,280,24,0.08571428571428572,Vax Center,Tier 3
HCO0527,Vinh Phuc,North,319,28,0.0877742946708464,Vax Center,Tier 2
HCO0528,Quang Binh,Central,391,37,0.09462915601023018,Vax Center,Tier 2
HCO0529,Quang Nam,Central,545,38,0.06972477064220184,Vax Center,Tier 2
HCO0530,Quang Binh,Central,833,74,0.08883553421368548,Hospital,Tier 1
HCO0531,Quang Ninh,North,313,20,0.06389776357827476,Vax Center,Tier 2
HCO0532,Thai Nguyen,North,330,26,0.07878787878787878,Vax Center,Tier 2
HCO0533,Ho Chi Minh City,South,398,35,0.08793969849246232,Vax Center,Tier 2
HCO0534,Quang Ngai,Central,231,19,0.08225108225108226,Vax Center,Tier 3
HCO0535,Binh Dinh,Central,274,31,0.11313868613138686,Vax Center,Tier 2
HCO0536,Binh Dinh,Central,191,21,0.1099476439790576,Vax Center,Tier 3
HCO0537,Dong Nai,South,303,23,0.07590759075907591,Vax Center,Tier 2
HCO0538,Hai Phong,North,634,55,0.08675078864353312,Vax Center,Tier 2
HCO0539,Thanh Hoa,Central,1500,150,0.1,Vax Center,Tier 1
HCO0540,Hue,Central,422,27,0.06398104265402843,Vax Center,Tier 2
HCO0541,Ninh Binh,North,316,37,0.11708860759493671,Vax Center,Tier 3
HCO0542,Ho Chi Minh City,South,162,13,0.08024691358024691,Vax Center,Tier 3
HCO0543,Quang Binh,Central,533,56,0.1050656660412758,Vax Center,Tier 2
HCO0544,Dong Nai,South,100,6,0.06,Vax Center,Tier 3
HCO0545,Ho Chi Minh City,South,394,44,0.1116751269035533,Vax Center,Tier 2
HCO0546,Quang Tri,Central,955,89,0.09319371727748692,Hospital,Tier 1
HCO0547,Long An,South,297,30,0.10101010101010101,Vax Center,Tier 2
HCO0548,Quang Nam,Central,482,42,0.08713692946058091,Hospital,Tier 2
HCO0549,Ho Chi Minh City,South,540,40,0.07407407407407407,Vax Center,Tier 2
HCO0550,Ninh Binh,North,160,12,0.075,Vax Center,Tier 3
HCO0551,Quang Binh,Central,415,37,0.0891566265060241,Vax Center,Tier 2
HCO0552,Hue,Central,378,44,0.1164021164021164,Vax Center,Tier 2
HCO0553,Quang Ninh,North,181,13,0.0718232044198895,Vax Center,Tier 3
HCO0554,Nghe An,Central,1165,114,0.09785407725321889,Vax Center,Tier 1
HCO0555,Long An,South,418,30,0.07177033492822966,Vax Center,Tier 2
HCO0556,Quang Ngai,Central,510,46,0.09019607843137255,Vax Center,Tier 2
HCO0557,Hung Yen,North,96,7,0.07291666666666667,Vax Center,Tier 3
HCO0558,Ninh Binh,North,693,49,0.0707070707070707,Vax Center,Tier 1
HCO0559,Hung Yen,North,628,75,0.11942675159235669,Vax Center,Tier 2
HCO0560,Hanoi,North,293,23,0.07849829351535836,Vax Center,Tier 2
HCO0561,Long An,South,206,27,0.13106796116504854,Vax Center,Tier 3
HCO0562,Ha Tinh,Central,638,46,0.07210031347962383,Vax Center,Tier 2
HCO0563,Nam Dinh,North,3668,359,0.09787350054525627,Hospital,Tier 1
HCO0564,Quang Ngai,Central,1252,117,0.09345047923322684,Hospital,Tier 1
HCO0565,Hanoi,North,260,24,0.09230769230769231,Vax Center,Tier 3
HCO0566,Vinh Phuc,North,397,30,0.07556675062972293,Vax Center,Tier 2
HCO0567,Khanh Hoa,South,296,33,0.11148648648648649,Vax Center,Tier 3
HCO0568,Quang Ngai,Central,625,38,0.0608,Hospital,Tier 2
HCO0569,Kien Giang,South,337,30,0.08902077151335312,Vax Center,Tier 2
HCO0570,Quang Ngai,Central,706,73,0.10339943342776203,Vax Center,Tier 1
HCO0571,Quang Binh,Central,444,47,0.10585585585585586,Vax Center,Tier 2
HCO0572,Dong Nai,South,210,26,0.12380952380952381,Vax Center,Tier 3
HCO0573,Long An,South,216,24,0.1111111111111111,Vax Center,Tier 3
HCO0574,Lam Dong,South,279,25,0.08960573476702509,Vax Center,Tier 3
HCO0575,Kien Giang,South,306,35,0.11437908496732026,Vax Center,Tier 2
HCO0576,Dong Nai,South,338,31,0.09171597633136094,Vax Center,Tier 2
HCO0577,Ho Chi Minh City,South,334,30,0.08982035928143713,Vax Center,Tier 2
HCO0578,Quang Ninh,North,616,42,0.06818181818181818,Vax Center,Tier 2
HCO0579,Lam Dong,South,308,32,0.1038961038961039,Vax Center,Tier 2
HCO0580,Ha Tinh,Central,361,25,0.06925207756232687,Vax Center,Tier 2
HCO0581,Da Nang,Central,128,11,0.0859375,Vax Center,Tier 3
HCO0582,Binh Dinh,Central,484,46,0.09504132231404959,Vax Center,Tier 2
HCO0583,Kien Giang,South,231,18,0.07792207792207792,Vax Center,Tier 3
HCO0584,Kien Giang,South,483,39,0.08074534161490683,Vax Center,Tier 2
HCO0585,Vinh Phuc,North,1121,78,0.0695807314897413,Hospital,Tier 1
HCO0586,Lam Dong,South,305,15,0.04918032786885246,Vax Center,Tier 2
HCO0587,Dong Nai,South,308,24,0.07792207792207792,Vax Center,Tier 2
HCO0588,Ninh Binh,North,342,22,0.06432748538011696,Vax Center,Tier 2
HCO0589,Bac Ninh,North,286,22,0.07692307692307693,Vax Center,Tier 3
HCO0590,Hanoi,North,285,29,0.10175438596491228,Vax Center,Tier 2
HCO0591,Dong Nai,South,787,73,0.09275730622617535,Vax Center,Tier 1
HCO0592,Quang Binh,Central,531,50,0.09416195856873823,Vax Center,Tier 2
HCO0593,Kien Giang,South,116,7,0.0603448275862069,Vax Center,Tier 3
HCO0594,Quang Binh,Central,306,27,0.08823529411764706,Vax Center,Tier 2
HCO0595,Kien Giang,South,102,11,0.10784313725490197,Vax Center,Tier 3
HCO0596,Nghe An,Central,2945,282,0.09575551782682512,Vax Center,Tier 1
HCO0597,Binh Duong,South,549,58,0.10564663023679417,Vax Center,Tier 2
HCO0598,Quang Ninh,North,292,22,0.07534246575342465,Vax Center,Tier 2
HCO0599,Da Nang,Central,787,54,0.06861499364675985,Vax Center,Tier 1
HCO0600,Binh Duong,South,158,10,0.06329113924050633,Vax Center,Tier 3
HCO0601,Long An,South,597,47,0.07872696817420435,Vax Center,Tier 2
HCO0602,Binh Duong,South,1117,104,0.09310653536257833,Vax Center,Tier 1
HCO0603,Hanoi,North,329,25,0.07598784194528875,Vax Center,Tier 2
HCO0604,Thanh Hoa,Central,132,9,0.06818181818181818,Vax Center,Tier 3
HCO0605,Hai Phong,North,357,29,0.08123249299719888,Vax Center,Tier 2
HCO0606,Quang Ninh,North,554,45,0.0812274368231047,Vax Center,Tier 2
HCO0607,Binh Dinh,Central,319,25,0.07836990595611286,Vax Center,Tier 2
HCO0608,Khanh Hoa,South,2360,221,0.09364406779661016,Hospital,Tier 1
HCO0609,Dong Nai,South,284,19,0.06690140845070422,Vax Center,Tier 3
HCO0610,Ho Chi Minh City,South,136,9,0.0661764705882353,Vax Center,Tier 3
HCO0611,Lam Dong,South,351,36,0.10256410256410256,Vax Center,Tier 2
HCO0612,Binh Duong,South,415,50,0.12048192771084337,Vax Center,Tier 2
HCO0613,Hai Phong,North,711,77,0.10829817158931083,Vax Center,Tier 1
HCO0614,Thai Nguyen,North,389,27,0.06940874035989718,Vax Center,Tier 2
HCO0615,Quang Ngai,Central,248,14,0.056451612903225805,Vax Center,Tier 3
HCO0616,Ho Chi Minh City,South,1223,111,0.09076042518397383,Hospital,Tier 1
HCO0617,Hanoi,North,130,11,0.08461538461538462,Vax Center,Tier 3
HCO0618,Quang Tri,Central,84,5,0.05952380952380952,Vax Center,Tier 3
HCO0619,Binh Dinh,Central,436,31,0.07110091743119266,Vax Center,Tier 2
HCO0620,Hanoi,North,338,30,0.08875739644970414,Hospital,Tier 2
HCO0621,Nghe An,Central,85,6,0.07058823529411765,Vax Center,Tier 3
HCO0622,Ba Ria - Vung Tau,South,449,35,0.0779510022271715,Vax Center,Tier 2
HCO0623,Binh Dinh,Central,548,41,0.07481751824817519,Vax Center,Tier 2
HCO0624,Thai Nguyen,North,140,19,0.1357142857142857,Vax Center,Tier 3
HCO0625,Ho Chi Minh City,South,246,25,0.1016260162601626,Vax Center,Tier 3
HCO0626,Thanh Hoa,Central,316,23,0.07278481012658228,Vax Center,Tier 2
HCO0627,Ho Chi Minh City,South,423,50,0.1182033096926714,Vax Center,Tier 2
HCO0628,Vinh Phuc,North,524,49,0.09351145038167939,Vax Center,Tier 2
HCO0629,Quang Nam,Central,500,40,0.08,Vax Center,Tier 2
HCO0630,Nghe An,Central,468,45,0.09615384615384616,Vax Center,Tier 2
HCO0631,Vinh Phuc,North,300,27,0.09,Vax Center,Tier 3
HCO0632,Ba Ria - Vung Tau,South,175,22,0.12571428571428572,Vax Center,Tier 3
HCO0633,Hung Yen,North,295,31,0.10508474576271186,Vax Center,Tier 3
HCO0634,Quang Ninh,North,678,64,0.0943952802359882,Vax Center,Tier 2
HCO0635,Ninh Binh,North,263,30,0.11406844106463879,Vax Center,Tier 3
HCO0636,Khanh Hoa,South,1753,159,0.09070165430690245,Hospital,Tier 1
HCO0637,Binh Duong,South,100,9,0.09,Vax Center,Tier 3
HCO0638,Kien Giang,South,284,22,0.07746478873239436,Vax Center,Tier 2
HCO0639,Vinh Phuc,North,512,53,0.103515625,Vax Center,Tier 2
HCO0640,Nghe An,Central,474,33,0.06962025316455696,Hospital,Tier 2
HCO0641,Bac Ninh,North,327,32,0.09785932721712538,Vax Center,Tier 2
HCO0642,Da Nang,Central,93,10,0.10752688172043011,Vax Center,Tier 3
HCO0643,Kien Giang,South,1779,144,0.08094435075885328,Vax Center,Tier 1
HCO0644,Khanh Hoa,South,359,36,0.10027855153203342,Vax Center,Tier 2
HCO0645,Quang Nam,Central,690,69,0.1,Vax Center,Tier 2
HCO0646,Nghe An,Central,544,44,0.08088235294117647,Vax Center,Tier 2
HCO0647,Long An,South,262,31,0.1183206106870229,Vax Center,Tier 3
HCO0648,Quang Binh,Central,264,22,0.08333333333333333,Vax Center,Tier 3
HCO0649,Bac Ninh,North,726,73,0.10055096418732783,Vax Center,Tier 1
HCO0650,Thanh Hoa,Central,571,55,0.09632224168126094,Vax Center,Tier 2
HCO0651,Hai Phong,North,1069,102,0.09541627689429373,Hospital,Tier 1
HCO0652,Hung Yen,North,651,58,0.0890937019969278,Vax Center,Tier 2
HCO0653,Hanoi,North,373,27,0.07238605898123325,Hospital,Tier 2
HCO0654,Ha Tinh,Central,692,48,0.06936416184971098,Hospital,Tier 2
HCO0655,Quang Ngai,Central,599,54,0.09015025041736227,Vax Center,Tier 2
HCO0656,Ninh Binh,North,272,23,0.08455882352941177,Vax Center,Tier 3
HCO0657,Nghe An,Central,576,51,0.08854166666666667,Vax Center,Tier 2
HCO0658,Can Tho,South,636,56,0.0880503144654088,Hospital,Tier 2
HCO0659,Dong Nai,South,276,25,0.09057971014492754,Vax Center,Tier 3
HCO0660,Hue,Central,495,52,0.10505050505050505,Vax Center,Tier 2
HCO0661,Vinh Phuc,North,210,20,0.09523809523809523,Vax Center,Tier 3
HCO0662,Ba Ria - Vung Tau,South,172,19,0.11046511627906977,Vax Center,Tier 3
HCO0663,Thai Nguyen,North,911,106,0.1163556531284303,Hospital,Tier 1
HCO0664,Ninh Binh,North,604,54,0.08940397350993377,Vax Center,Tier 2
HCO0665,Long An,South,319,32,0.10031347962382445,Vax Center,Tier 2
HCO0666,Hue,Central,157,16,0.10191082802547771,Vax Center,Tier 3
HCO0667,Lam Dong,South,494,46,0.0931174089068826,Vax Center,Tier 2
HCO0668,Quang Nam,Central,1403,105,0.07483962936564505,Vax Center,Tier 1
HCO0669,Binh Dinh,Central,604,61,0.10099337748344371,Vax Center,Tier 2
HCO0670,Vinh Phuc,North,384,38,0.09895833333333333,Vax Center,Tier 2
HCO0671,Thai Nguyen,North,432,33,0.0763888888888889,Vax Center,Tier 2
HCO0672,Ninh Binh,North,683,69,0.10102489019033675,Vax Center,Tier 2
HCO0673,Hai Duong,North,837,85,0.1015531660692951,Vax Center,Tier 1
HCO0674,Ho Chi Minh City,South,278,34,0.1223021582733813,Hospital,Tier 3
HCO0675,Vinh Phuc,North,190,17,0.08947368421052632,Vax Center,Tier 3
HCO0676,Da Nang,Central,398,33,0.0829145728643216,Vax Center,Tier 2
HCO0677,Dong Nai,South,349,34,0.09742120343839542,Vax Center,Tier 2
HCO0678,Dong Nai,South,701,62,0.0884450784593438,Vax Center,Tier 2
HCO0679,Ha Tinh,Central,445,42,0.09438202247191012,Vax Center,Tier 2
HCO0680,Quang Binh,Central,171,13,0.07602339181286549,Vax Center,Tier 3
HCO0681,Kien Giang,South,803,81,0.10087173100871731,Vax Center,Tier 1
HCO0682,Binh Dinh,Central,1050,111,0.10571428571428572,Hospital,Tier 1
HCO0683,Binh Duong,South,995,94,0.09447236180904522,Vax Center,Tier 1
HCO0684,Long An,South,377,36,0.09549071618037135,Vax Center,Tier 2
HCO0685,Dong Nai,South,1089,107,0.09825528007346189,Vax Center,Tier 1
